task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
193	f7/699984	3504746	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (SRR13500958.consensus.fa)	COMPLETED	0	2023-10-18 17:44:29.975	7s	5s	111.8%	385 MB	1.5 GB	23.1 MB	2.6 MB
194	40/6dc4e5	3505554	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5181310)	COMPLETED	0	2023-10-18 17:44:36.472	1.4s	0ms	81.8%	2.8 MB	13.4 MB	92.4 KB	498 B
195	8f/008c28	3505717	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5181310)	COMPLETED	0	2023-10-18 17:44:37.898	1.4s	0ms	80.0%	2.6 MB	13.4 MB	106 KB	30.1 KB
196	38/cbea5c	3505881	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5181310)	COMPLETED	0	2023-10-18 17:44:39.312	497ms	0ms	113.1%	3.2 MB	6.8 MB	177.4 KB	89.9 KB
197	b0/65d0d0	3506061	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5181310)	COMPLETED	0	2023-10-18 17:44:39.824	332ms	10ms	83.1%	0	0	149.2 KB	31.1 KB
198	bf/88e924	3506193	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5181310.consensus.fa)	COMPLETED	0	2023-10-18 17:44:40.167	6.9s	5s	115.0%	385.7 MB	1.5 GB	23.1 MB	2.6 MB
168	89/f971b0	3506851	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5405022)	COMPLETED	0	2023-10-18 17:45:11.036	1m 8s	1m 8s	136.8%	1.7 GB	6.7 GB	740.7 MB	53.5 MB
163	a6/1b026a	3506859	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5556343)	COMPLETED	0	2023-10-18 17:45:11.044	1m 13s	1m 12s	130.8%	1.9 GB	6.8 GB	737.2 MB	44.8 MB
161	02/3a6fcf	3511791	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5743893)	COMPLETED	0	2023-10-18 17:46:23.625	46.9s	47s	142.5%	1.8 GB	6.8 GB	367.5 MB	32 MB
169	51/b4d02a	3514882	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SRR13500958)	COMPLETED	0	2023-10-18 17:47:10.526	36.5s	36s	155.4%	1.5 GB	6.7 GB	336.4 MB	29.1 MB
199	8e/8eb1f8	3517133	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:QUAST	COMPLETED	0	2023-10-18 17:47:47.077	9.5s	9.1s	193.6%	176.5 MB	2.4 GB	194 MB	8.2 MB
164	52/998509	3511128	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5181310)	ABORTED	-	2023-10-18 17:46:19.509	-	-	-	-	-	-	-
